snapshot-date	Marketplace	sku	fnsku	ASIN	product-name	condition	avaliable-quantity(sellable)	qty-with-removals-in-progress	inv-age-0-to-90-days	inv-age-91-to-180-days	inv-age-181-to-270-days	inv-age-271-to-365-days	inv-age-365-plus-days	currency	qty-to-be-charged-ltsf-6-mo	projected-ltsf-6-mo	qty-to-be-charged-ltsf-12-mo	projected-ltsf-12-mo	units-shipped-last-7-days	units-shipped-last-30-days	units-shipped-last-60-days	units-shipped-last-90-days	alert	your-price	sales_price	lowest-price-new	lowest-price-used	Recommended action	Healthy Inventory Level	Recommended sales price	Recommended sale duration (days)	Recommended Removal Quantity	Estimated cost savings of removal
2018-08-07	amazon.co.uk	MY-CSM071-C0-L	X000RCPACR	B07649RKQX	Summer Mae Women O Neck Knit Sweaters Jumper tops Coffee	New	4	0	0	0	1	3	0	GBP	4	GBP 11.32	0	GBP 0.0	0	0	0	0	Low traffic	GBP 14.69	GBP 14.69	GBP 14.69	GBP 0.0	Advertise listing	1	12.47	7	0	146.981642
2018-08-07	amazon.it	LYQ-BS-CS04-GR-XL	X000R8Q2W3	B0761R7P9F	Summer Mae Vestito Casuale T-shirt Abitos Linea ad a Manica Lunga con Tasca Donna	New	2	0	0	0	1	1	0	EUR	2	EUR 2.18	0	EUR 0.0	0	0	0	0	Low conversion	EUR 16.99	EUR 16.99	EUR 16.99	EUR 0.0	Edit listing	1	16.99	0	0	40.870355
2018-08-07	amazon.es	LYQ-BS-HM1205-OR-M	X000NMS52D	B01N78FTRT	Summer Mae Mujer Cuello en V Vestido De Punto	New	2	0	0	0	2	0	0	EUR	2	EUR 4.1	0	EUR 0.0	0	0	0	0	Low traffic	EUR 15.5	EUR 15.5	EUR 15.5	EUR 0.0	Advertise listing	0	15.5	0	0	68.592838
2018-08-07	amazon.fr	MY-WH7672-P0-L	X000R280VP	B075FRYNRL	Summer Mae Femme Pull Sexy Léger Epaule Dénudée Manches Longues avec Bandes	New	1	0	0	0	0	1	0	EUR	1	EUR 1.53	0	EUR 0.0	0	0	0	0	Low traffic	EUR 30.0	EUR 30.0	EUR 30.0	EUR 0.0	Edit listing	0	6.2	0	0	29.131995
2018-08-07	amazon.it	YZ-BEYF181-B0-S	B07C9242NH	B07C9242NH	Costumi da bagno Premaman Maternità Tankini Imbottite da Donna Stampa-2 S (EU 34-36)	New	6	0	6	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	0	2	Low conversion	EUR 65.0	EUR 22.99	EUR 22.99	EUR 0.0	Create Sale	2	19.9	14	0	87.318877
2018-08-07	amazon.es	YZ-BEHY2049-P0-L	B07CM2Q4Y8	B07CM2Q4Y8	Summer Mae Conjunto de Bikini sin Hombro para Mujer con Volantes,Rosa,L	New	5	0	5	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	0	0	Low traffic	EUR 19.99	EUR 19.99	EUR 19.99	EUR 0.0	Advertise listing	5	19.99	0	0	0.0
2018-08-07	amazon.es	MY-WH7624-BG-M	X000R2FK3B	B075FP41RC	Summer Mae Jersey Básico - sin Hombro Escote en V Mujer	New	8	0	1	0	7	0	0	EUR	7	EUR 9.32	0	EUR 0.0	0	0	0	0	Low traffic	EUR 30.0	EUR 30.0	EUR 30.0	EUR 0.0	Create Sale	7	4.96	63	0	124.968131
2018-08-07	amazon.co.uk	KZ-CSM073-FB-31	B0771D5SFZ	B0771D5SFZ	Mocotono Herren Corduroy Cotton Trousers Winter Warm Casual Stretch Pants Dark Blue 30	New	3	0	1	2	0	0	0	GBP	0	GBP 0.0	0	GBP 0.0	0	0	0	0	Low traffic	GBP 22.99	GBP 22.99	GBP 22.99	GBP 0.0	Advertise listing	3	22.99	0	0	0.0
2018-08-07	amazon.it	YZ-CSM022-W0-XL	X000Q8WRPF	B073XJD7W7	Summer Mae Costumi da Bagno Intero Elegante con Collo Profondo V da Donna	New	2	0	2	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	2	7	8	8	Low conversion	EUR 30.0	EUR 12.87	EUR 12.87	EUR 0.0	Update inventory settings for:	4	12.87	0	0	0.0
2018-08-07	amazon.es	YZ-BS-BSLLITM	X000N68Y93	B01G8H8VAO	Summer Mae Traje de Baño 1 Pieza Tallas Grandes Cabestro Acolchado Push Up Tankini para Mujer	New	1	0	1	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	0	0	Low conversion	EUR 40.0	EUR 18.99	EUR 18.99	EUR 0.0	Update inventory settings for:	0	0.0	0	0	0.0
2018-08-07	amazon.de	CS-LY171-PI908-S	X000PZ0JYZ	B073PQ7M22	Mocotono Herren Langarm Hemd Baumwolle Casual Freizeit Oxford Hemd mit Taschen Super Qualität für Männer	New	7	0	0	0	0	7	0	EUR	7	EUR 14.62	0	EUR 0.0	0	0	0	0	Low traffic	EUR 19.99	EUR 19.99	EUR 19.99	EUR 0.0	Advertise listing	5	17.77	7	0	246.55901
2018-08-07	amazon.es	MY-WH7622-R0-XL	X000R2XEY3	B075FMKF16	Summer Mae Jersey Attractive - Camisetas De Punto Grosor Mujer	New	4	0	0	3	1	0	0	EUR	1	EUR 1.61	0	EUR 0.0	0	0	0	0	Low traffic	EUR 30.0	EUR 30.0	EUR 30.0	EUR 0.0	Edit listing	3	6.2	0	0	90.387739
2018-08-07	amazon.fr	YZ-BS-PW2049-P0-S	X000OJVMB1	B06X41M4X4	Summer Mae Maillot de Bain 2 Pièces Taille Haute Bikini Sexy pour Femme Rose EU 36	New	1	0	1	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	1	4	12		EUR 30.0	EUR 11.99	EUR 11.99	EUR 0.0	Update inventory settings for:	0	0.0	0	0	0.0
2018-08-07	amazon.fr	BS-MY-1503-W0-XL	X000PILF3L	B06WGM4MNC	Summer Mae Maillot de Bain 1 Pièce Uni Dos Nu Super Sexy avec Décolleté pour Femme Blanc	New	6	0	6	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	3	4	6	Low conversion	EUR 20.0	EUR 20.0	EUR 18.99	EUR 0.0	Update inventory settings for:	4	20.0	0	0	0.0
2018-08-07	amazon.de	MY-SB015-DG-S	X000RHEPYV	B076J97YS4	Mocotono Herren Dicke Strickpullover Warm Samt Sweatshirts Rundhals Langarmshirt Dunkelgrün S	New	6	0	0	0	1	5	0	EUR	6	EUR 22.25	0	EUR 0.0	0	0	0	0	Low traffic	EUR 26.99	EUR 26.99	EUR 26.99	EUR 0.0	Advertise listing	3	26.99	0	0	306.730619
2018-08-07	amazon.it	XZ-BS-YG7223Co4445	X000QS9KEB	B01LZDHSE8	Summer Mae Pantofole a Stivaletto Calde Peluche Invernali Donna	New	39	0	0	0	39	0	0	EUR	39	EUR 127.35	0	EUR 0.0	0	0	0	1	Low traffic	EUR 9.9	EUR 9.9	EUR 9.9	EUR 0.0	Advertise listing	0	9.9	0	0	1464.313259
2018-08-07	amazon.co.uk	LYQ-BS-MX02-P0-S	X000R8BCE1	B0761R7RCH	Summer Mae Women Casual Tunic Dress Long Sleeve Bell-Sleeve Flare Dress Purple S	New	2	0	0	0	1	1	0	GBP	2	GBP 1.87	0	GBP 0.0	0	0	0	0	Low traffic	GBP 14.99	GBP 14.99	GBP 14.99	GBP 0.0	Advertise listing	0	11.99	63	0	19.604464
2018-08-07	amazon.it	CS-LY181-ZL918-M	X000PZ1DO5	B073PPT396	Summer Mae Uomo Camicia Classica In Cotone Oxford A Manica Lunga Adattamento Regolare	New	4	0	2	2	0	0	0	EUR	1	EUR 1.45	0	EUR 0.0	0	0	1	2	Low conversion	EUR 18.99	EUR 18.99	EUR 18.99	EUR 0.0	Update inventory settings for:	4	18.99	0	0	0.0
2018-08-07	amazon.co.uk	CS-LY170-LG907-S	X000PYPAJP	B073PPSG6W	Mocotono Men's Solid Color Oxford Short Sleeve Button Down Casual Shirt Grey Small	New	13	0	0	0	0	13	0	GBP	13	GBP 7.45	0	GBP 0.0	0	1	1	1	Low conversion	GBP 18.89	GBP 18.89	GBP 18.89	GBP 0.0	Edit listing	1	18.89	0	0	167.745573
2018-08-07	amazon.it	MY-SB019-DG-XL	B077XF2ZRG	B077XF2ZRG	Maglione Dritto Scollo a V con Stampa Geometrica Maniche Lunghe Uomo, XL Grigio scuro	New	1	0	0	0	1	0	0	EUR	1	EUR 1.11	0	EUR 0.0	0	0	0	0	Low traffic	EUR 30.0	EUR 30.0	EUR 30.0	EUR 0.0	Create removal order	0	6.2	0	1	13.636165
2018-08-07	amazon.de	LYQ-BS-K1010-B0-XL	X000NG1TXL	B01MDUDF3T	Summer Mae Damen A-line Lace Quaste Beiläufigkeit Herbst Kleid Retro-Look Dress,XL (EU 40-42),Marineblau	New	2	0	2	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	2	3	3		EUR 9.9	EUR 9.9	EUR 9.9	EUR 0.0	Update inventory settings for:	3	9.9	0	0	0.0
2018-08-07	amazon.fr	YZ-BEHY2049-W0-XL	B07CM7XVHK	B07CM7XVHK	Summer Mae Femme Bikini Taille Haute à Volants et Sans Bretelles Blanc XL	New	5	0	5	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	0	0	Low traffic	EUR 18.99	EUR 18.99	EUR 18.99	EUR 0.0	Advertise listing	5	18.99	0	0	0.0
2018-08-07	amazon.de	LYQ-BS-ZQ2973-W1-S	X000MWIMGN	B01N42B1XD	Summer Mae Damen A-line Kurzes Strickkleid Herbst Langarm	New	41	0	0	41	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	1	3	6	Low conversion	EUR 6.99	EUR 6.99	EUR 6.99	EUR 0.0	Edit listing	12	6.99	0	0	685.341487
2018-08-07	amazon.de	TX-55554-PI-2XL	B078NC7H6J	B078NC7H6J	Mocotono Herren Einfarbige T-Shirts Rundhalsausschnitt mit Super Qualität Rosa Small	New	5	0	5	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	0	0	Low traffic	EUR 8.9	EUR 8.9	EUR 8.9	EUR 0.0	Advertise listing	5	8.9	0	0	0.0
2018-08-07	amazon.co.uk	TX-55554-PO-3XL	B078NMS9MY	B078NMS9MY	Mocotono Men's Crew Collar Short Sleeve T-Shirt Purple Medium	New	9	0	5	0	4	0	0	GBP	4	GBP 2.0	0	GBP 0.0	0	0	0	0	Low traffic	GBP 9.89	GBP 9.89	GBP 9.89	GBP 0.0	Advertise listing	4	9.89	0	0	48.473893
2018-08-07	amazon.co.uk	CFY-BESB1757-GN-M	B079DJYW2N	B079DJYW2N	Mocotono Men's Jackets Waterproof Windbreaker Softshell Fleece Coat Green M	New	6	0	0	0	6	0	0	GBP	6	GBP 26.21	0	GBP 0.0	0	0	0	0	Low traffic	GBP 45.0	GBP 45.0	GBP 45.0	GBP 0.0	Create Sale	0	36.0	63	0	270.410634
2018-08-07	amazon.co.uk	MY-WH7622-K0-M	X000R2FF8V	B075FQCSXX	Summer Mae Women's V Neck Cross Wrap Jumper Knitted Ribbed Front Sweater Top M Black	New	10	0	1	0	7	2	0	GBP	9	GBP 14.44	0	GBP 0.0	0	0	0	0	Low traffic	GBP 17.5	GBP 17.5	GBP 17.5	GBP 0.0	Advertise listing	0	14.58	189	0	236.359904
2018-08-07	amazon.co.uk	BS-WH1731-P0-S	X000QNCUCF	B074TF9ZZ4	Summer Mae Women's Falbala High Waited Swimming Costume Bikini Set	New	4	0	4	0	0	0	0	GBP	0	GBP 0.0	0	GBP 0.0	0	1	1	1		GBP 15.59	GBP 15.59	GBP 15.59	GBP 0.0	Update inventory settings for:	3	15.59	0	0	0.0
2018-08-07	amazon.fr	YZ-BS-5505K0-M	X000PN9VY1	B071LFK69M	Summer Mae Femme Tankinis Rayé Classique - Maillot De Bain Deux Pièces avec Jupette (EU 40-42 (Taille Fabricant: M), Noir)	New	16	0	16	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	1	8	11	16		EUR 22.0	EUR 22.0	EUR 22.0	EUR 0.0	Update inventory settings for:	23	22.0	0	0	0.0
2018-08-07	amazon.co.uk	LYQ-BS-K1010-G7-L	X000NJNHC9	B06XZ37QQM	Summer Mae Women's Long Sleeve A-line Lace Stitching Trim Casual Dress	New	2	0	2	0	0	0	0	GBP	0	GBP 0.0	0	GBP 0.0	0	0	0	0	Low conversion	GBP 12.99	GBP 12.99	GBP 12.99	GBP 0.0	Update inventory settings for:	0	0.0	0	0	0.0
2018-08-07	amazon.it	LYQ-BS-K1010-KQ-S	X000NLAB1R	B06XZ2GBMX	Summer Mae Donna A-linea Vestito Comodo Di Cotone Con Pizzo Beige S	New	2	0	1	1	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	1	2	Low conversion	EUR 35.0	EUR 15.98	EUR 15.5	EUR 0.0	Edit listing	0	15.98	0	0	31.224484
2018-08-07	amazon.co.uk	RE-YZ-BELK185-B0-L	B07CLSK94Z	B07CLSK94Z	Summer Mae Women's One Piece Swimsuit Solid Color Hollow Out Swimming Costume Blue L	New	3	0	3	0	0	0	0	GBP	0	GBP 0.0	0	GBP 0.0	0	0	0	0	Low traffic	GBP 26.99	GBP 26.99	GBP 26.99	GBP 0.0	Advertise listing	3	26.99	0	0	0.0
2018-08-07	amazon.de	MY-CSM070-B0-L	X000RCP18P	B07648WZJZ	Summer Mae Damen Rundhals Casual Strickpullover Cropped Sweaters Blau	New	5	0	0	0	0	5	0	EUR	5	EUR 9.79	0	EUR 0.0	0	0	0	0	Low traffic	EUR 10.0	EUR 10.0	EUR 10.0	EUR 0.0	Edit listing	0	6.89	0	0	100.294955
2018-08-07	amazon.co.uk	RE-YZ-BEWS32-K0-S	B07CLZKYBR	B07CLZKYBR	Summer Mae Women One Piece High Neck V-Neckline Mesh Ruched Monokini Swimwear Black S	New	4	0	4	0	0	0	0	GBP	0	GBP 0.0	0	GBP 0.0	0	0	0	0	Low traffic	GBP 15.99	GBP 15.99	GBP 15.99	GBP 0.0	Advertise listing	4	18.99	0	0	0.0
2018-08-07	amazon.fr	BS-WH81677-B0-M	X000Q6AD4T	B072KH1VV2	Summer Mae Maillot de Bain 2 Pièces Rétro Tankini à Fleurs avec Shorts pour Femme	New	1	0	1	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	1	3	Low traffic	EUR 18.99	EUR 18.99	EUR 18.99	EUR 0.0	Advertise listing	0	0.0	0	0	0.0
2018-08-07	amazon.es	CS-LY181-LG907-S	X000PZ1DMH	B073PQ12FL	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	4	0	0	0	4	0	0	EUR	4	EUR 1.44	0	EUR 0.0	0	0	0	0	Low conversion	EUR 18.99	EUR 18.99	EUR 18.99	EUR 0.0	Update inventory settings for:	4	18.99	0	0	0.0
2018-08-07	amazon.es	BS-WHBH1704-K0-S	X000Q00BF1	B0734TM5VJ	Summer Mae Tankini Floral Halter Embarazo Traje de Baño Dos Piezas de Maternidad para Mujer	New	13	0	13	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	3	4	Low conversion	EUR 46.0	EUR 18.99	EUR 18.99	EUR 0.0	Update inventory settings for:	15	18.99	0	0	0.0
2018-08-07	amazon.fr	LYQ-BS-TW03-K0-XL	X000R8HRL3	B0761RQD9X	Summer Mae Robe Pin up Imprimé Rayures Mi-Longue pour Femme 42 Noir	New	3	0	0	0	0	3	0	EUR	3	EUR 2.48	0	EUR 0.0	0	0	0	0	Low traffic	EUR 30.0	EUR 30.0	EUR 30.0	EUR 0.0	Edit listing	0	5.2	0	0	26.066312
2018-08-07	amazon.co.uk	CS-LY170-LB916-M	X000PYEMIZ	B073PQ752P	Mocotono Men's Solid Color Oxford Short Sleeve Button Down Casual Shirt Blue Medium	New	3	0	1	0	1	1	0	GBP	2	GBP 0.48	0	GBP 0.0	0	1	2	6		GBP 18.89	GBP 18.89	GBP 18.89	GBP 0.0	Update inventory settings for:	5	18.89	0	0	0.0
2018-08-07	amazon.co.uk	CS-BESB032-BL-L	B07C3PPB63	B07C3PPB63	Men's Short Sleeve Floral Print Button Down Casual Shirt Blue Large	New	1	0	1	0	0	0	0	GBP	0	GBP 0.0	0	GBP 0.0	1	2	3	3		GBP 24.85	GBP 24.85	GBP 24.85	GBP 0.0	Update inventory settings for:	1	24.85	0	0	0.0
2018-08-07	amazon.fr	CS-BESB032-YL-XL	B07C3RFRDP	B07C3RFRDP	Mocotono Homme Chemise Casual Manches Courtes Avec Impressions Florals Jaune XL	New	3	0	0	3	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	0	1	Low traffic	EUR 26.85	EUR 26.85	EUR 26.85	EUR 0.0	Advertise listing	0	26.85	0	0	29.541244
2018-08-07	amazon.co.uk	BS-PW2025-K0-3XL	X000OMAM2D	B06W54R1BX	Summer Mae Swimwear One Piece Floral Shaping-body Swimsuit	New	1	0	1	0	0	0	0	GBP	0	GBP 0.0	0	GBP 0.0	0	0	0	1	Low traffic	GBP 9.99	GBP 9.99	GBP 9.99	GBP 0.0	Advertise listing	0	0.0	0	0	0.0
2018-08-07	amazon.it	CS-LY085-W902-M	X000PZTEWN	B06XYWTJPL	Summer Mae Uomo Camicia Casuale In Cotone A Manica Lunga Colore solido	New	3	0	0	1	2	0	0	EUR	2	EUR 7.03	0	EUR 0.0	0	0	0	0	Low traffic	EUR 17.9	EUR 17.9	EUR 17.9	EUR 0.0	Advertise listing	0	17.9	0	0	139.628134
2018-08-07	amazon.co.uk	CS-LY166-K73-2-S	X000R4KFV1	B072LM9VCD	Mocotono Men's Casual Long Sleeve Regular Fit Flannel Plaid Button Down Western Shirts Black Small	New	1	0	0	1	0	0	0	GBP	0	GBP 0.0	0	GBP 0.0	0	0	0	0	Low conversion	GBP 16.99	GBP 16.99	GBP 16.99	GBP 0.0	Update inventory settings for:	1	16.99	0	0	0.0
2018-08-07	amazon.fr	LYQ-BS-MX02-R0-XL	X000R876HN	B0761R5WJ7	Summer Mae Robe Casuale Evasée Patineuse Uni Manche à Smocks pour Femme	New	1	0	1	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	0	1	Low conversion	EUR 10.99	EUR 10.99	EUR 10.99	EUR 0.0	Create Sale	1	5.2	0	0	0.0
2018-08-07	amazon.es	CFY-BESB1757-BK-XL	B079DJYMFH	B079DJYMFH	Chaqueta Impermeable Ligera Softshell con Capucha Hombre, XL Negro	New	2	0	0	0	2	0	0	EUR	2	EUR 8.74	0	EUR 0.0	0	0	0	0	Low traffic	EUR 61.98	EUR 61.98	EUR 61.98	EUR 0.0	Advertise listing	0	61.98	0	0	90.136878
2018-08-07	amazon.de	WY-SB017-BK-L	B078NC5QP5	B078NC5QP5	Mocotono Herren Kapuzenpullover 2in1 Oversize Loose Hoodie mit Super Quaität Schwarz Large	New	1	0	0	0	1	0	0	EUR	1	EUR 3.34	0	EUR 0.0	0	0	0	0	Low traffic	EUR 28.85	EUR 28.85	EUR 28.85	EUR 0.0	Advertise listing	0	28.85	0	0	34.218102
2018-08-07	amazon.it	CS-LY084-H1-L	X000PZSSHF	B07216G9G4	Mocotono Uomo Camicia Casuale In Cotone A Manica Lunga A Quadri	New	2	0	0	0	0	2	0	EUR	2	EUR 4.06	0	EUR 0.0	0	0	0	0	Low traffic	EUR 18.68	EUR 18.68	EUR 18.68	EUR 0.0	Advertise listing	0	18.68	0	0	55.970372
2018-08-07	amazon.de	XZ-BS-PW-2001-BG-36	X000Q6PVXH	B01MQVW9DX	Summer Mae Damen Winterstiefel Gefüttert Warm Boots  Strick, Gr.-EU 35--Asia Size 36,Beige	New	1	0	0	1	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	0	0	Low traffic	EUR 19.99	EUR 19.99	EUR 19.99	EUR 0.0	Advertise listing	0	16.76	266	0	90.694597
2018-08-07	amazon.co.uk	CS-BESB032-RD-XXL	B07CC3WQPP	B07CC3WQPP	Men's Short Sleeve Floral Print Button Down Casual Shirt Red XX-Large	New	4	0	0	4	0	0	0	GBP	0	GBP 0.0	0	GBP 0.0	0	0	0	0	Low conversion	GBP 24.85	GBP 24.85	GBP 24.85	GBP 0.0	Create Sale	0	19.88	63	0	39.388326
2018-08-07	amazon.fr	XZ-WH6606-C0-38	X000R0DXI7	B07545GZJJ	Summer Mae Femme Chaussons Fourrées en Peluche Chaudes Moccasins Classiques	New	1	0	0	0	1	0	0	EUR	1	EUR 1.47	0	EUR 0.0	0	0	1	1	Low conversion	EUR 30.0	EUR 30.0	EUR 30.0	EUR 0.0	Edit listing	1	9.99	0	0	51.946724
2018-08-07	amazon.fr	LYQ-WH16331-BG-S	X000QV12PX	B0752MQVK6	Summer Mae Pull Long à Manches Longues Robe Courte avec Bandes pour Femme	New	1	0	0	1	0	0	0	EUR	1	EUR 1.2	0	EUR 0.0	0	0	0	0	Low traffic	EUR 15.0	EUR 15.0	EUR 15.0	EUR 0.0	Advertise listing	0	15.0	0	0	0.0
2018-08-07	amazon.fr	CS-LY170-G912-S	X000PYPAJF	B073PPVWW3	Mocotono Chemise Unie Décontractée à Manches Courtes Regular Fit pour Homme, Vert, S	New	14	0	0	0	0	14	0	EUR	14	EUR 8.02	0	EUR 0.0	2	2	2	2		EUR 14.9	EUR 14.9	EUR 14.9	EUR 0.0	Update inventory settings for:	16	14.9	0	0	0.0
2018-08-07	amazon.de	CS-LY170-W902-S	X000PYEMUN	B073PQ7X4Y	Mocotono Sommer Herren Kurzärmeliges Hemd Baumwolle Casual Freizeithemd für Männer	New	3	0	0	3	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	0	0	Low conversion	EUR 16.99	EUR 16.99	EUR 16.99	EUR 0.0	Update inventory settings for:	3	16.99	0	0	0.0
2018-08-07	amazon.es	LYQ-BS-HM1205-W0-S	X000NL6PKD	B01N0H26RV	Summer Mae Mujer Cuello en V Vestido De Punto	New	3	0	0	1	2	0	0	EUR	2	EUR 4.1	0	EUR 0.0	0	0	0	0	Low traffic	EUR 15.5	EUR 15.5	EUR 15.5	EUR 0.0	Advertise listing	0	15.5	0	0	103.667301
2018-08-07	amazon.it	BS-HB3555-KO-L	X000PPXJP1	B06XH5FTSX	Summer Mae Donna Costume da Bagno Push-up con Motivo a Conchiglia Bikini da Donna	New	1	0	1	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	3	16	17		EUR 30.0	EUR 30.0	EUR 30.0	EUR 0.0	Update inventory settings for:	0	0.0	0	0	0.0
2018-08-07	amazon.co.uk	WY-SB017-RD-XXL	B078NK51Q6	B078NK51Q6	Men's Long Sleeve Hoodie Pullover Solid Color Casual Sweatshirt Red XX-Large	New	4	0	0	0	4	0	0	GBP	4	GBP 14.04	0	GBP 0.0	0	0	0	0	Low traffic	GBP 24.99	GBP 24.99	GBP 24.99	GBP 0.0	Advertise listing	0	19.99	63	0	143.783085
2018-08-07	amazon.de	CS-LY085-PI908-M	X000PZ8GKT	B06XZ1KL82	Summer Mae Herren Einfarbiges Langärmeliges Hemd Casual Baumwolle Freizeithemd	New	3	0	0	0	0	3	0	EUR	3	EUR 1.2	0	EUR 0.0	0	0	0	0	Low traffic	EUR 19.99	EUR 19.99	EUR 19.99	EUR 0.0	Advertise listing	0	19.99	0	0	22.038705
2018-08-07	amazon.co.uk	LYQ-BS4600-N0-XS	X000PMA58D	B01N9PTUNY	Summer Mae Women's Long Sleeve Striped Shirt Back Lace Blouse Tunic Brown XS	New	10	0	0	1	9	0	0	GBP	9	GBP 4.45	0	GBP 0.0	0	0	0	0	Low traffic	GBP 13.6	GBP 13.6	GBP 13.6	GBP 0.0	Advertise listing	0	13.6	0	0	78.090996
2018-08-07	amazon.co.uk	BS-WH16032-P0-L	X000QNH3EF	B072M73KQ8	Summer Mae Women's Tank Ruched Tummy Control One Piece Swimsuit	New	9	0	8	1	0	0	0	GBP	0	GBP 0.0	0	GBP 0.0	0	0	0	0	Low traffic	GBP 15.88	GBP 15.88	GBP 15.88	GBP 0.0	Advertise listing	5	15.88	0	0	18.525927000000003
2018-08-07	amazon.co.uk	EUTK-J01H-SH-7	X000RCMVU1	B075TRT8M1	Teenking Boy's Fleece Outdoor Jacket 8-9 Years	New	3	0	0	0	3	0	0	GBP	3	GBP 3.72	0	GBP 0.0	0	0	0	0	Low traffic	GBP 13.99	GBP 13.99	GBP 13.99	GBP 0.0	Advertise listing	2	13.99	0	0	52.575816
2018-08-07	amazon.fr	XZ-BS-ZQCB3056-B0-28	X000R5NGFH	B01MYPF70O	Summer Mae Femme Chaussons Dessin Chat Super Chaud - Bleu - Taille 41/42 EU	New	9	0	0	0	9	0	0	EUR	9	EUR 19.33	0	EUR 0.0	0	0	0	0	Low traffic	EUR 18.99	EUR 18.99	EUR 18.99	EUR 0.0	Advertise listing	0	18.99	0	0	262.762369
2018-08-07	amazon.co.uk	TX-55554-WO-2XL	B078NMPJ5B	B078NMPJ5B	Mocotono Men's Crew Collar Short Sleeve T-Shirt White Small	New	9	0	6	0	3	0	0	GBP	3	GBP 1.5	0	GBP 0.0	0	0	0	0	Low traffic	GBP 9.89	GBP 9.89	GBP 9.89	GBP 0.0	Advertise listing	3	9.89	0	0	47.389571
2018-08-07	amazon.de	LYQ-CSM048-K0-XL	X000QNCSOP	B074NXWPB7	Summer Mae Damen Pullover Lose Casual Einfabige Strick Kleider Herbst Schwarz XL	New	14	0	0	4	10	0	0	EUR	10	EUR 9.72	0	EUR 0.0	0	1	1	2	Low conversion	EUR 6.99	EUR 6.99	EUR 6.99	EUR 0.0	Edit listing	7	6.99	0	0	264.985054
2018-08-07	amazon.de	LYQ-BS-K1010-Z0-2X	X000NICQQD	B06XYRGGZJ	Summer Mae Damen A-line Lace Quaste Beiläufigkeit Herbst Kleid Retro-Look Dress, XXL (EU 42-44),Helllila	New	62	0	1	1	13	45	2	EUR	58	EUR 38.84	2	EUR 2.67	0	0	4	4	Low conversion	EUR 9.9	EUR 9.9	EUR 9.9	EUR 0.0	Edit listing	3	9.9	0	0	744.3227370000001
2018-08-07	amazon.de	CS-LY171-WR917-M	X000PYEMXF	B073PPM5K5	Mocotono Herren Langarm Hemd Baumwolle Casual Freizeit Oxford Hemd mit Taschen Super Qualität für Männer	New	4	0	0	4	0	0	0	EUR	4	EUR 8.36	0	EUR 0.0	0	0	0	0	Low traffic	EUR 19.99	EUR 19.99	EUR 19.99	EUR 0.0	Advertise listing	3	18.81	7	0	36.730692
2018-08-07	amazon.co.uk	CS-LY085-R901-S	X000PZT03B	B06XZ2NHTS	Summer Mae Men's Solid Color Oxford Long Sleeve Button Down Casual Shirt	New	4	0	1	0	1	2	0	GBP	3	GBP 8.98	0	GBP 0.0	0	0	0	0	Low conversion	GBP 30.0	GBP 17.5	GBP 17.5	GBP 0.0	Edit listing	1	17.5	0	0	168.922955
2018-08-07	amazon.co.uk	EUTK-J01H-GR-18/20	X000RCMVSX	B075TPFKX6	Teenking Boy's Fleece Outdoor Jacket 16-17 Years	New	1	0	0	0	1	0	0	GBP	1	GBP 1.25	0	GBP 0.0	0	0	0	0	Low traffic	GBP 13.99	GBP 13.99	GBP 13.99	GBP 0.0	Advertise listing	1	13.99	0	0	0.0
2018-08-07	amazon.de	WY-SB017-RD-L	B078NL9CDP	B078NL9CDP	Mocotono Herren Kapuzenpullover 2in1 Oversize Loose Hoodie mit Super Quaität Rot Large	New	3	0	0	0	3	0	0	EUR	3	EUR 10.35	0	EUR 0.0	0	0	0	0	Low traffic	EUR 28.85	EUR 28.85	EUR 28.85	EUR 0.0	Advertise listing	0	28.85	0	0	105.920682
