snapshot-date	Marketplace	sku	fnsku	ASIN	product-name	condition	avaliable-quantity(sellable)	qty-with-removals-in-progress	inv-age-0-to-90-days	inv-age-91-to-180-days	inv-age-181-to-270-days	inv-age-271-to-365-days	inv-age-365-plus-days	currency	qty-to-be-charged-ltsf-6-mo	projected-ltsf-6-mo	qty-to-be-charged-ltsf-12-mo	projected-ltsf-12-mo	units-shipped-last-7-days	units-shipped-last-30-days	units-shipped-last-60-days	units-shipped-last-90-days	alert	your-price	sales_price	lowest-price-new	lowest-price-used	Recommended action	Healthy Inventory Level	Recommended sales price	Recommended sale duration (days)	Recommended Removal Quantity	Estimated cost savings of removal
2018-08-25	amazon.fr	DO-YELQ100-B7-22	X000SW4KMH	B077SHDMC8	Poupée Réaliste de Nouveau-né en Silicone Vinyle Gentle Touch 55 cm Tenue Bleu Clair	New	10	0	10	0	0	0	0	EUR	9	EUR 50.89	0	EUR 0.0	0	0	0	0	Low conversion	EUR 89.99	EUR 89.99	EUR 89.99	EUR 0.0	Update inventory settings for:	10	89.99	0	0	0.0
2018-08-25	amazon.de	DO-YELQ603-PI-22	X000SVPRJX	B076J6949M	Yesteria Realistische Schlafende Reborn Baby Doll Mädchen Lebensechte Silikon Rosa Outfit 55 cm	New	25	0	25	0	0	0	0	EUR	25	EUR 45.52	0	EUR 0.0	0	3	4	5	Low conversion	EUR 89.99	EUR 89.99	EUR 89.99	EUR 0.0	Update inventory settings for:	24	89.99	0	0	0.0
2018-08-25	amazon.de	DO-YELQ073-LGR-22	X000UFJEFF	B0792VRZ89	Yesteria 55 cm Reborn Baby Doll Junge Realistische Wiedergeboren Babypuppen Echt Aussehende Grau Outfit	New	10	0	10	0	0	0	0	EUR	9	EUR 72.74	0	EUR 0.0	2	9	18	19		EUR 129.99	EUR 89.99	EUR 89.99	EUR 0.0	Update inventory settings for:	9	89.99	0	0	0.0
2018-08-25	amazon.co.uk	DO-YELQ062-PI-22	X000UV40NZ	B079JRDT89	Yesteria Silicone Reborn Baby Dolls Girl Look Real Eye Closed Pink Outfit 22 Inches	New	13	0	13	0	0	0	0	GBP	0	GBP 0.0	0	GBP 0.0	1	4	5	5	Low conversion	GBP 119.99	GBP 69.99	GBP 69.99	GBP 0.0	Update inventory settings for:	12	69.99	0	0	0.0
2018-08-25	amazon.fr	DO-YELQ018-B0-18	X000UE6BUH	B0792VG6VZ	Yesteria Poupée Réaliste de 45cm en Vinyle Siliconé Reborn Baby Doll Toucher Doux Tenue Bleue	New	11	0	11	0	0	0	0	EUR	1	EUR 6.15	0	EUR 0.0	0	0	0	0	Low conversion	EUR 129.99	EUR 89.99	EUR 89.99	EUR 0.0	Update inventory settings for:	12	89.99	0	0	0.0
2018-08-25	amazon.es	DO-YELQ012-PI-22	X000UUKXZ5	B076J2H7FC	Yesteria Muñeca Bebé Recién Nacido Niña con Peluca Mirar Realista Niñita Siliconas Rosa 55 cm	New	15	0	15	0	0	0	0	EUR	15	EUR 113.35	0	EUR 0.0	0	3	9	10		EUR 129.99	EUR 89.99	EUR 89.99	EUR 0.0	Update inventory settings for:	16	89.99	0	0	0.0
2018-08-25	amazon.it	YF-YELQ003-PI-XS	X000T0GC65	B076K8YDNV	Yesteria Vestiti Bambole per Bambole Reborn da 50-55 cm Modello di Mucca Rosa	New	28	0	28	0	0	0	0	EUR	28	EUR 19.62	0	EUR 0.0	0	1	10	14	Low conversion	EUR 49.99	EUR 21.99	EUR 21.99	EUR 0.0	Update inventory settings for:	33	21.99	0	0	0.0
2018-08-25	amazon.fr	DO-YELQ161-B7-22	X000SW4KEF	B076MT3BDS	Yesteria Nouveau-né Bébé Siliconé Reborn Baby Doll Garçon Poupée Réaliste DE 55 cm Tenue Blanc avec Couvertures Bleu	New	12	0	12	0	0	0	0	EUR	5	EUR 37.64	0	EUR 0.0	0	2	3	3	Low conversion	EUR 89.99	EUR 89.99	EUR 89.99	EUR 0.0	Update inventory settings for:	12	89.99	0	0	0.0
2018-08-25	amazon.es	DO-YELQ610-R2-22	X000TUXSP3	B07BM7G52Z	Yesteria Realista Reborn Bebé Silicona Vinilo Suave Tacto Muñeca Muchacha 55 cm Traje Rojo Rosa	New	31	0	31	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	2	15	23	26	Low conversion	EUR 89.99	EUR 89.99	EUR 89.99	EUR 0.0	Update inventory settings for:	11	89.99	0	0	0.0
2018-08-25	amazon.co.uk	DO-YELQ705-0R-10	X000T05C2F	B0788NF4TB	Yesteria African American Reborn Baby Doll Boy Look Real Full Silicone Body Bohemia Style Orange Outfit 10 Inches	New	25	0	25	0	0	0	0	GBP	25	GBP 71.29	0	GBP 0.0	0	0	1	2	Low conversion	GBP 24.98	GBP 24.98	GBP 24.98	GBP 0.0	Edit listing	24	24.98	0	0	50.412436
2018-08-25	amazon.de	DO-YELQ011-PI-22	X000TT213J	B077SGXYL6	Yesteria Reborn Baby Doll Mädchen Echt Aussehende Silikon Pink Tutu Skirt 55 cm	New	28	0	28	0	0	0	0	EUR	28	EUR 158.46	0	EUR 0.0	2	16	31	41	Low conversion	EUR 129.99	EUR 89.99	EUR 89.99	EUR 0.0	Update inventory settings for:	30	89.99	0	0	0.0
2018-08-25	amazon.es	DO-YELQ070-PI-16	X000UULE99	B079NYR8GC	Yesteria Muñeca Bebé Recién Nacido Niña Mirar Realista Niñita Bebé Siliconas Conjunto con Vestido Bonito Blanco 40 cm	New	10	0	10	0	0	0	0	EUR	5	EUR 21.96	0	EUR 0.0	0	0	1	1	Low conversion	EUR 79.99	EUR 79.99	EUR 79.99	EUR 0.0	Update inventory settings for:	10	79.99	0	0	0.0
2018-08-25	amazon.es	YF-YELQ003-R2-XS	X000T0H007	B076KQB6X1	Yesteria Renacer Muñeca Trajes Chica por 50-55 cm Patrón de Vaca Rojo Rosa	New	41	0	41	0	0	0	0	EUR	41	EUR 14.23	0	EUR 0.0	0	0	0	0	Low conversion	EUR 49.99	EUR 21.99	EUR 21.99	EUR 0.0	Update inventory settings for:	42	21.99	0	0	0.0
2018-08-25	amazon.de	DO-YELQ812-W0-18	X000UEWMI7	B0792VKCCR	Yesteria 45 cm Realistische Wiedergeboren Babypuppen Junge Silikon Vinyl Panda Outfit	New	17	0	17	0	0	0	0	EUR	10	EUR 79.64	0	EUR 0.0	4	8	15	15	Low conversion	EUR 119.99	EUR 89.99	EUR 89.99	EUR 0.0	Update inventory settings for:	13	89.99	0	0	0.0
2018-08-25	amazon.es	DO-YELQ705-0R-10	X000T05C2F	B0788NF4TB	Yesteria Muñeca Renacido Africano Chico Cuerpo Completo de Silicona Traje de Estilo Bohemio 27 cm	New	25	0	25	0	0	0	0	EUR	25	EUR 71.29	0	EUR 0.0	0	1	1	1	Low traffic	EUR 32.99	EUR 32.99	EUR 32.99	EUR 0.0	Advertise listing	24	32.99	0	0	50.412436
2018-08-25	amazon.co.uk	DO-YELQ001-PI-22	X000SW4KEP	B06XPJWWR4	Yesteria Reborn Baby Doll Girl Look Real Silicone Pink Outfit 22 Inches	New	92	0	92	0	0	0	0	GBP	0	GBP 0.0	0	GBP 0.0	0	0	0	1	Low conversion	GBP 129.99	GBP 69.99	GBP 69.99	GBP 0.0	Update inventory settings for:	52	69.99	0	0	0.0
2018-08-25	amazon.it	DO-YELQ904-B7-22	X000SW4P3V	B076J5RSFF	Reale Rinato Bambola Bambino Ragazzo Maschio Silicone Vestiti Blu 55 cm	New	108	0	108	0	0	0	0	EUR	9	EUR 62.41	0	EUR 0.0	1	4	4	4		EUR 89.99	EUR 89.99	EUR 89.99	EUR 0.0	Update inventory settings for:	93	89.99	0	0	0.0
2018-08-25	amazon.co.uk	YF-YELQ003-R2-XS	X000T0H007	B076KQB6X1	Reborn Baby Doll Outfits Girl for 20"- 22" Rose Red and Cow Pattern	New	41	0	41	0	0	0	0	GBP	41	GBP 14.23	0	GBP 0.0	0	0	2	4	Low conversion	GBP 15.98	GBP 15.98	GBP 15.98	GBP 0.0	Update inventory settings for:	42	15.98	0	0	0.0
2018-08-25	amazon.es	DO-YELQ602-PI-22	X000SVPRIT	B076J4L24W	Yesteria Muñeca Renacida Que Parece Viva Vinilo Silicona Suave Realista Toque Apacible 55 cm Traje Rosa	New	49	0	49	0	0	0	0	EUR	9	EUR 66.79	0	EUR 0.0	0	3	8	10	Low conversion	EUR 129.99	EUR 89.99	EUR 89.99	EUR 0.0	Update inventory settings for:	46	89.99	0	0	0.0
2018-08-25	amazon.fr	DO-YELQ610-R2-22	X000TUXSP3	B07BM7G52Z	Yesteria Réaliste Reborn Bébé Poupée Fille en Silicone Vrai Bebe Poupee Tutu en Denim Robe 55 cm	New	31	0	31	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	2	19	26	29	Low conversion	EUR 89.99	EUR 89.99	EUR 89.99	EUR 0.0	Update inventory settings for:	11	89.99	0	0	0.0
2018-08-25	amazon.de	DO-YELQ602-PI-22	X000SVPRIT	B076J4L24W	Schlafende Reborn Baby Doll Mädchen Echt Aussehende Silikon Pink mit Kuh Muster Outfit 55 cm	New	49	0	49	0	0	0	0	EUR	9	EUR 66.79	0	EUR 0.0	1	3	7	7		EUR 129.99	EUR 89.99	EUR 89.99	EUR 0.0	Update inventory settings for:	46	89.99	0	0	0.0
2018-08-25	amazon.es	DO-YELQ161-B7-22	X000SW4KEF	B076MT3BDS	Yesteria Bebé Recién Nacido de Silicona Reborn Baby Doll Realista Muñeca DE 55 cm Traje Blanco con Fundas Azules	New	12	0	12	0	0	0	0	EUR	5	EUR 37.64	0	EUR 0.0	0	3	6	13	Low conversion	EUR 89.99	EUR 89.99	EUR 89.99	EUR 0.0	Update inventory settings for:	12	89.99	0	0	0.0
2018-08-25	amazon.es	DO-YELQ018-B0-18	X000UE6BUH	B0792VG6VZ	Yesteria 45 cm Realista Reborn Bebé Chico Silicona Vinilo Suave Tacto Muñeca Traje Azul	New	11	0	11	0	0	0	0	EUR	1	EUR 6.15	0	EUR 0.0	3	9	18	26	Low conversion	EUR 129.99	EUR 89.99	EUR 89.99	EUR 0.0	Update inventory settings for:	12	89.99	0	0	0.0
2018-08-25	amazon.es	DO-YELQ539-PI-16	X000VLDOLD	B07G1WRYLK	Yesteria Realistic Reborn Bebé Muñeca Silicone Suave Cuerpo Precioso Traje Rosa 42cm	New	3	0	3	0	0	0	0	EUR	3	EUR 28.63	0	EUR 0.0	0	0	0	0	Low traffic	EUR 79.99	EUR 79.99	EUR 79.99	EUR 0.0	Advertise listing	1	63.99	63	0	213.896368
2018-08-25	amazon.de	DO-YELQ504-PI-22	X000VAY1T3	B07F71667Y	Yesteria Realistische Reborn Baby Doll Neugeborenes Mädchen Tutu Rosa Prinzessin 55 cm	New	10	0	10	0	0	0	0	EUR	5	EUR 63.41	0	EUR 0.0	0	0	0	0	Low conversion	EUR 286.61	EUR 108.99	EUR 108.99	EUR 0.0	Update inventory settings for:	10	108.99	0	0	0.0
2018-08-25	amazon.it	DO-YELQ602-PI-22	X000SVPRIT	B076J4L24W	Reale Rinato Bambino Bambola Femmina Occhi Chiusi Silicone Vinile Vestiti Mucca 55 cm	New	49	0	49	0	0	0	0	EUR	9	EUR 66.79	0	EUR 0.0	1	1	3	5	Low conversion	EUR 129.99	EUR 89.99	EUR 89.99	EUR 0.0	Update inventory settings for:	46	89.99	0	0	0.0
2018-08-25	amazon.de	DO-YELQ150-PI-20	X000UULJZD	B07CM664M7	Yesteria Reborn Baby Doll Mädchen Lebensechtes Kleinkind Silicon Vinyl Augen-Geschlossen mit Rosa Schlafanzug 51 cm	New	2	0	2	0	0	0	0	EUR	1	EUR 2.79	0	EUR 0.0	2	7	11	13	Low conversion	EUR 129.99	EUR 89.99	EUR 89.99	EUR 0.0	Update inventory settings for:	6	89.99	0	0	0.0
2018-08-25	amazon.it	YF-YELQ003-R2-XS	X000T0H007	B076KQB6X1	Yesteria Vestiti Bambole per Bambole Reborn da 50-55 cm Modello di Mucca Rosa rossa	New	41	0	41	0	0	0	0	EUR	41	EUR 14.23	0	EUR 0.0	0	5	12	15	Low conversion	EUR 49.99	EUR 21.99	EUR 21.99	EUR 0.0	Update inventory settings for:	42	21.99	0	0	0.0
2018-08-25	amazon.es	YF-YELQ003-W0-XS	X000UWGVG3	B077T29TYP	Yesteria Renacer Muñeca Trajes Chica por 50-55 cm Blanco y Modelo de Vaca	New	4	0	4	0	0	0	0	EUR	4	EUR 3.6	0	EUR 0.0	0	0	1	1	Low conversion	EUR 21.99	EUR 21.99	EUR 21.99	EUR 0.0	Update inventory settings for:	5	21.99	0	0	0.0
2018-08-25	amazon.co.uk	YF-YELQ002-B7-20	X000UWGU73	B079NXJZ52	Reborn Baby Doll Outfits Boy Accessories for 20"- 22" White and Light Blue Pants	New	5	0	5	0	0	0	0	GBP	5	GBP 2.53	0	GBP 0.0	2	3	4	4		GBP 15.98	GBP 15.98	GBP 15.98	GBP 0.0	Update inventory settings for:	7	15.98	0	0	0.0
2018-08-25	amazon.it	YF-YELQ905-B7-20	X000UWGU7D	B079NX5R9C	Yesteria Vestiti Bambole per Bambole Reborn da 50-55 cm Modello di Mucca Rosa	New	4	0	4	0	0	0	0	EUR	4	EUR 3.26	0	EUR 0.0	0	0	0	0	Low conversion	EUR 19.07	EUR 19.07	EUR 19.07	EUR 0.0	Update inventory settings for:	4	19.24	0	0	0.0
2018-08-25	amazon.de	DO-YELQ004-B7-10	X000T05I1Z	B076Q71HXL	Yesteria Schlafen Reborn Babypuppe Junge Look Real Voller Silikonkörper Hellblau Outfit 22 cm	New	39	0	39	0	0	0	0	EUR	9	EUR 8.38	0	EUR 0.0	0	0	0	1	Low traffic	EUR 79.99	EUR 32.99	EUR 32.99	EUR 0.0	Lower Price	40	32.99	0	0	0.0
2018-08-25	amazon.es	YF-YELQ905-B7-20	X000UWGU7D	B079NX5R9C	Yesteria Renacer Muñeca Trajes Chico por 50-55 cm Traje Azul Claro	New	4	0	4	0	0	0	0	EUR	4	EUR 3.26	0	EUR 0.0	0	0	0	0	Low conversion	EUR 21.99	EUR 21.99	EUR 21.99	EUR 0.0	Update inventory settings for:	4	21.99	0	0	0.0
2018-08-25	amazon.fr	DO-YELQ070-PI-16	X000UULE99	B079NYR8GC	Yesteria Reborn Baby Doll Fille Silicone Poupée Nouveau-née Réaliste 40 cm Tenue Blanche avec Motifs Adorables	New	10	0	10	0	0	0	0	EUR	5	EUR 21.96	0	EUR 0.0	0	0	0	0	Low conversion	EUR 79.99	EUR 79.99	EUR 79.99	EUR 0.0	Update inventory settings for:	10	79.99	0	0	0.0
2018-08-25	amazon.it	DO-YELQ163-R0-22	X000SVPRK7	B076P99TGC	Tutto il Corpo in Silicone Vinile Rinato Bambola Maschio Ragazzo Reale Vestiti Rosso 57 cm	New	20	0	20	0	0	0	0	EUR	20	EUR 179.39	0	EUR 0.0	0	4	10	13	Low conversion	EUR 159.99	EUR 99.99	EUR 99.99	EUR 0.0	Update inventory settings for:	21	99.99	0	0	0.0
2018-08-25	amazon.it	DO-YELQ705-GR-11	X000T0G6MF	B077HNP6TL	Yesteria Bambola in Vinile Ragazza Vestito Elefante Grigio 27 cm	New	15	0	15	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	0	0	Low conversion	EUR 79.99	EUR 34.99	EUR 34.99	EUR 0.0	Update inventory settings for:	3	34.99	0	0	0.0
2018-08-25	amazon.es	DO-YELQ011-PI-22	X000TT213J	B077SGXYL6	Yesteria Muñeca Renacida Que Parece Viva Vinilo Silicona Suave Realista 55 cm Falda Tutu Rosado	New	28	0	28	0	0	0	0	EUR	28	EUR 158.46	0	EUR 0.0	0	3	6	8	Low conversion	EUR 129.99	EUR 89.99	EUR 89.99	EUR 0.0	Update inventory settings for:	30	89.99	0	0	0.0
2018-08-25	amazon.es	DO-YELQ111-PI-22	X000T05IAL	B0788N9R3H	Realista Bebé Silicona Muñecas de Vinilo 55 cm Vestir de Rosa Roja	New	18	0	18	0	0	0	0	EUR	18	EUR 180.27	0	EUR 0.0	0	1	1	1	Low conversion	EUR 89.99	EUR 89.99	EUR 89.99	EUR 0.0	Update inventory settings for:	18	89.99	0	0	0.0
2018-08-25	amazon.es	DO-YELQ603-PI-22	X000SVPRJX	B076J6949M	Renacer Muñecas Real de Silicona Cerrados Los Ojos Vinilo 55 cm Vestido Rosa	New	25	0	25	0	0	0	0	EUR	25	EUR 45.52	0	EUR 0.0	0	0	0	0	Low conversion	EUR 89.99	EUR 89.99	EUR 89.99	EUR 0.0	Update inventory settings for:	24	89.99	0	0	0.0
2018-08-25	amazon.fr	DO-YELQ161-PI-22	X000SVRFZH	B076MW1Y4F	Yesteria Nouveau-né Bébé Siliconé Reborn Baby Doll Poupée Réaliste Fille DE 55 cm Tenue Blanche avec Couvertures Rose	New	36	0	36	0	0	0	0	EUR	35	EUR 230.23	0	EUR 0.0	1	3	8	10	Low conversion	EUR 89.99	EUR 89.99	EUR 89.99	EUR 0.0	Edit listing	27	89.99	0	0	1176.49339
2018-08-25	amazon.fr	DO-YELQ603-NZ-22	X000TT4ANN	B07BHMZT4Y	Yesteria Réaliste Reborn Baby Doll Fille Silicone Denim Tutu Robe 55 cm	New	15	0	15	0	0	0	0	EUR	11	EUR 49.4	0	EUR 0.0	5	11	18	24		EUR 159.99	EUR 89.99	EUR 89.99	EUR 0.0	Update inventory settings for:	17	89.99	0	0	0.0
2018-08-25	amazon.fr	YF-YELQ162-B7-20	X000UWAIWV	B079P28VV3	Yesteria Tenue Reborn Bébé pour Poupée de 50-55 cm Bleu Clair	New	4	0	4	0	0	0	0	EUR	4	EUR 3.54	0	EUR 0.0	0	0	0	0	Low conversion	EUR 21.99	EUR 21.99	EUR 21.99	EUR 0.0	Update inventory settings for:	4	21.99	0	0	0.0
2018-08-25	amazon.co.uk	DO-YELQ018-B0-18	X000UE6BUH	B0792VG6VZ	Yesteria Real Looking Reborn Baby Dolls Boy Silicone Vinyl Blue Baby Jumpsuit 18 Inch	New	11	0	11	0	0	0	0	GBP	1	GBP 6.15	0	GBP 0.0	0	2	3	4	Low conversion	GBP 129.99	GBP 69.99	GBP 69.99	GBP 0.0	Update inventory settings for:	12	69.99	0	0	0.0
2018-08-25	amazon.fr	YF-YELQ003-W0-XS	X000UWGVG3	B077T29TYP	Yesteria Tenue Reborn Bébé pour Poupée de 50-55 cm Blanc et Motif de Vache	New	4	0	4	0	0	0	0	EUR	4	EUR 3.6	0	EUR 0.0	0	1	2	2	Low conversion	EUR 21.99	EUR 21.99	EUR 21.99	EUR 0.0	Update inventory settings for:	5	21.99	0	0	0.0
2018-08-25	amazon.de	DO-YELQ611-TW-22	X000TT217P	B0793RG3PM	Real Life Silikon Reborn Babypuppen Junge Schau Echt Gestreiften Overall 55 cm	New	8	0	1	7	0	0	0	EUR	8	EUR 39.68	0	EUR 0.0	0	0	2	3	Low conversion	EUR 89.99	EUR 89.99	EUR 89.99	EUR 0.0	Update inventory settings for:	8	89.99	0	0	0.0
2018-08-25	amazon.it	DO-YELQ230-PI-16	X000UU739T	B07DDB7VBP	40 cm Bambola Realistica Silicone Bambini Ragazza Vestito Rosa Chiaro	New	7	0	7	0	0	0	0	EUR	2	EUR 10.86	0	EUR 0.0	0	3	3	4		EUR 79.99	EUR 79.99	EUR 79.99	EUR 0.0	Update inventory settings for:	7	79.99	0	0	0.0
2018-08-25	amazon.es	DO-YELQ004-PI-10	X000T0CNXV	B076Q8RG21	Yesteria Bebé Recién Nacido de Silicona Reborn Baby Doll Realista Muñeca Chica DE 27 cm Traje Rosa	New	43	0	43	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	1	5	12	Low conversion	EUR 79.99	EUR 32.99	EUR 32.99	EUR 0.0	Update inventory settings for:	35	32.99	0	0	0.0
2018-08-25	amazon.de	DO-YELQ601-PI-22	X000SW4P45	B076J2TBNG	Yesteria Echt Aussehende Schlafende Reborn Baby Doll Mädchen Silikon Rosa Outfit 55 cm	New	57	0	57	0	0	0	0	EUR	17	EUR 133.46	0	EUR 0.0	2	7	11	19	Low conversion	EUR 129.99	EUR 89.99	EUR 89.99	EUR 0.0	Update inventory settings for:	44	89.99	0	0	0.0
2018-08-25	amazon.fr	DO-YELQ663-PI-15	X000UVFG2T	B07BRK2R83	Yesteria Reborn Baby Doll Fille en Vynile Siliconné Poupée Nouveau-née Réaliste 40 cm Tenue Rose	New	10	0	10	0	0	0	0	EUR	10	EUR 71.61	0	EUR 0.0	0	0	0	0	Low conversion	EUR 79.99	EUR 79.99	EUR 79.99	EUR 0.0	Update inventory settings for:	10	79.99	0	0	0.0
2018-08-25	amazon.it	DO-YELQ011-PI-22	X000TT213J	B077SGXYL6	Yesteria Realistico Reborn Baby Bambola Ragazza Silicone Gonna Tutu Rosa 55 cm	New	28	0	28	0	0	0	0	EUR	28	EUR 158.46	0	EUR 0.0	1	4	5	13	Low conversion	EUR 129.99	EUR 89.99	EUR 89.99	EUR 0.0	Update inventory settings for:	30	89.99	0	0	0.0
2018-08-25	amazon.it	DO-YELQ152-B7-22	X000T0G6MP	B0784T23ZQ	Bambole Reborn in Silicone Ragazza Vestito Bianco e Rosa 55 cm	New	3	0	0	3	0	0	0	EUR	3	EUR 27.92	0	EUR 0.0	0	0	0	0	Low conversion	EUR 89.99	EUR 89.99	EUR 89.99	EUR 0.0	Update inventory settings for:	3	89.99	0	0	0.0
2018-08-25	amazon.it	DO-YELQ705-0R-10	X000T05C2F	B0788NF4TB	Yesteria Realistico Reborn Baby Bambola Ragazzo Tutto il Corpo in Silicone Stile Bohémien Vestito Arancio 27 cm	New	25	0	25	0	0	0	0	EUR	25	EUR 71.29	0	EUR 0.0	1	3	4	7	Low conversion	EUR 32.99	EUR 32.99	EUR 32.99	EUR 0.0	Edit listing	24	32.99	0	0	50.412436
2018-08-25	amazon.it	YE-YELQ007-PI-XS	X000TW6GU5	B074P4D14G	Yesteria Vestiti Bambole per Bambole Reborn da 50-55 cm Rosa	New	44	0	44	0	0	0	0	EUR	44	EUR 27.66	0	EUR 0.0	1	5	11	23	Low conversion	EUR 21.99	EUR 21.99	EUR 21.99	EUR 0.0	Update inventory settings for:	46	21.99	0	0	0.0
2018-08-25	amazon.de	DO-YELQ004-PI-10	X000T0CNXV	B076Q8RG21	Yesteria Schlafen Reborn Babypuppe Mädchen Look Real Voller Silikonkörper Rosa Outfit 22 cm	New	43	0	43	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	1	1	Low traffic	EUR 79.99	EUR 32.99	EUR 32.99	EUR 0.0	Lower Price	35	32.99	0	0	0.0
2018-08-25	amazon.fr	DO-YELQ111-R2-22	X000TT216L	B07BHNQ7QC	Yesteria Réaliste Bébé Dolls Silicone Vinyle Fille 55 cm Tenue Rose Rouge	New	31	0	31	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	5	18	27	Low conversion	EUR 89.99	EUR 89.99	EUR 89.99	EUR 0.0	Update inventory settings for:	20	89.99	0	0	0.0
2018-08-25	amazon.fr	DO-YELQ018-P4-16	X000TT1XQZ	B07BHMXQ7H	Yesteria Poupée Renaître Réal Silicone Vinyle Fille avec Coussin 40 cm Tenue Violet Clair	New	16	0	16	0	0	0	0	EUR	4	EUR 27.04	0	EUR 0.0	0	0	0	1	Low conversion	EUR 129.99	EUR 79.99	EUR 79.99	EUR 0.0	Update inventory settings for:	15	79.99	0	0	0.0
2018-08-25	amazon.de	DO-YELQ018-B0-18	X000UE6BUH	B0792VG6VZ	Yesteria 45 cm Reborn Babypuppen Junge Baby Doll Look Real Silikon Blaues Outfit	New	11	0	11	0	0	0	0	EUR	1	EUR 6.15	0	EUR 0.0	0	1	2	3	Low conversion	EUR 119.99	EUR 89.99	EUR 89.99	EUR 0.0	Update inventory settings for:	12	89.99	0	0	0.0
2018-08-25	amazon.fr	DO-YELQ004-PI-10	X000T0CNXV	B076Q8RG21	Yesteria Nouveau-né Bébé Silicone Reborn Baby Doll Poupée Réaliste Fille 100% Silicone Corps Entier 27 cm Tenue Rose	New	43	0	43	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	3	4	10	13	Low conversion	EUR 79.99	EUR 32.99	EUR 32.99	EUR 0.0	Update inventory settings for:	35	32.99	0	0	0.0
2018-08-25	amazon.co.uk	DO-YELQ603-PI-22	X000SVPRJX	B076J6949M	Yesteria Realistic Sleeping Reborn Baby Doll Girl Lifelike Silicone Pink 22 Inches	New	25	0	25	0	0	0	0	GBP	25	GBP 45.52	0	GBP 0.0	1	4	10	25	Low conversion	GBP 69.99	GBP 69.99	GBP 69.99	GBP 0.0	Update inventory settings for:	24	69.99	0	0	0.0
2018-08-25	amazon.fr	YF-YELQ003-PI-XS	X000T0GC65	B076K8YDNV	Yesteria Tenue Reborn Bébé pour Poupée de 50-55 cm Modèles Vache, Rose	New	28	0	28	0	0	0	0	EUR	28	EUR 19.62	0	EUR 0.0	3	3	7	11	Low conversion	EUR 49.99	EUR 21.99	EUR 21.99	EUR 0.0	Update inventory settings for:	33	21.99	0	0	0.0
2018-08-25	amazon.fr	DO-YELQ706-R0-24	X000VAJZ9J	B07D4D6Q9C	Yesteria Poupée Réaliste Reborn Bébé en Silicone Couverte De Singe Pantalon Bleu Chaussures Blanches 60 cm	New	3	0	3	0	0	0	0	EUR	3	EUR 59.77	0	EUR 0.0	0	1	2	2		EUR 108.99	EUR 108.99	EUR 108.99	EUR 0.0	Update inventory settings for:	4	108.99	0	0	0.0
2018-08-25	amazon.co.uk	YF-YELQ905-B7-20	X000UWGU7D	B079NX5R9C	Reborn Baby Doll Outfits Boy Accessories for 20"- 22" Light blue Outfit	New	4	0	4	0	0	0	0	GBP	4	GBP 3.26	0	GBP 0.0	0	0	0	0	Low conversion	GBP 15.98	GBP 15.98	GBP 15.98	GBP 0.0	Update inventory settings for:	4	15.98	0	0	0.0
2018-08-25	amazon.es	DO-YELQ123-W0-22	X000UEWM55	B07CM52CNC	Yesteria 55 cm Realista Reborn Bebé Muchacha Silicona Vinilo Suave Tacto Muñeca Camisón Retro Europeo Blanco	New	3	0	3	0	0	0	0	EUR	3	EUR 17.75	0	EUR 0.0	0	0	0	0	Low conversion	EUR 89.99	EUR 89.99	EUR 89.99	EUR 0.0	Edit listing	0	89.99	0	0	332.799269
2018-08-25	amazon.fr	DO-YELQ111-PI-22	X000T05IAL	B0788N9R3H	Yesteria Bébé Reborn Réaliste en Vinyle Siliconé Fille 55 cm Tenue Rose Rouge	New	18	0	18	0	0	0	0	EUR	18	EUR 180.27	0	EUR 0.0	0	3	4	4	Low conversion	EUR 89.99	EUR 89.99	EUR 89.99	EUR 0.0	Update inventory settings for:	18	89.99	0	0	0.0
2018-08-25	amazon.co.uk	DO-YELQ012-PI-22	X000UUKXZ5	B076J2H7FC	Reborn Baby Doll Wig Baby Girl Look Real Silicone Pink 22 inches	New	15	0	15	0	0	0	0	GBP	15	GBP 113.35	0	GBP 0.0	1	2	3	3	Low conversion	GBP 69.99	GBP 69.99	GBP 69.99	GBP 0.0	Update inventory settings for:	16	79.99	0	0	0.0
2018-08-25	amazon.it	DO-YELQ610-R2-22	X000TUXSP3	B07BM7G52Z	Bambole Reborn in Silicone Ragazza Vestito Rosa Rossa 55 cm	New	31	0	31	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	4	12	13		EUR 89.99	EUR 89.99	EUR 89.99	EUR 0.0	Update inventory settings for:	11	89.99	0	0	0.0
